번호,시설명,도로명전체주소,위도(EPSG4326),경도(EPSG4326)
11720,초록지붕 8차아파트 지하주차장 1층,"강원특별자치도 춘천시 세실로 260 (후평동, 초록지붕아파트)",37.8801786,127.7552412
11721,메가시티빌딩 지하주차장 1~3층,강원특별자치도 춘천시 춘천로 188 (효자동),37.87643377,127.735199
11722,"신성미소지움아파트 지하주차장 1,2층","강원특별자치도 춘천시 근화길15번길 26 (근화동, 신성근화미소지움아파트)",37.87245545,127.7180137
11723,칠전부영사랑으로아파트 지하주차장 1층,"강원특별자치도 춘천시 칠전서길 45 (칠전동, 칠전사랑으로부영아파트)",37.84303318,127.7125005
11724,e편한세상아파트 지하주차장 1~2층,강원특별자치도 춘천시 서부대성로 33 (소양로2가),37.88395673,127.7271949
11725,사북면,강원특별자치도 춘천시 사북면 영서로 4721 (사북면사무소),38.02997546,127.6409267
11726,소양강양우내안애아파트 지하주차장 1층,강원특별자치도 춘천시 신북읍 신샘밭로 733 (소양강양우내안애아파트),37.93210599,127.7904302
11727,"해강아파트 지하주차장 1, 2층",강원특별자치도 춘천시 신북읍 상천2길 52 (해강아파트),37.93288974,127.7889214
11728,현진에버빌3차아파트 지하주차장 2층,"강원특별자치도 춘천시 춘천로 120 (효자동, 현진에버빌3차아파트)",37.87372441,127.7292541
11729,만천LH아파트(102동) 지하주차장 1층,강원특별자치도 춘천시 동면 후석로326번길 96 (춘천만천엘에이치아파트),37.88398674,127.7591241
11730,장학LH1단지아파트(107동) 지하주차장 1층,강원특별자치도 춘천시 동면 소양강로 100 (춘천장학엘에이치1단지),37.89638913,127.7514285
11731,장학사랑으로부영아파트 지하주차장 1층,강원특별자치도 춘천시 동면 소양강로 104 (춘천장학사랑으로부영아파트),37.8959859,127.7534763
11732,아이파크아파트 지하주차장 1층,강원특별자치도 춘천시 동면 만천로 242 (춘천장학아이파크),37.88992385,127.7557525
11733,KCC스위첸1차아파트 지하주차장 1~2층,강원특별자치도 춘천시 동면 만천로 69 (KCC스위첸아파트),37.87902469,127.7655045
11734,산수빌아파트 지하주차장 1층,강원특별자치도 춘천시 동내면 향군길 23 (산수빌아파트),37.84783139,127.7647236
11735,동내면 초록지붕아파트 지하주차장 1층,강원특별자치도 춘천시 동내면 거두택지길 7 (초록지붕아파트),37.85306992,127.7523233
11736,춘천거두주공아파트 지하주차장 1층,강원특별자치도 춘천시 동내면 거두택지길 88 (춘천거두주공아파트),37.85600566,127.7595561
11737,호반베르디움아파트 지하주차장 1층,강원특별자치도 춘천시 동내면 외솔길19번길 80-7 (호반베르디움아파트),37.85819445,127.7589924
11738,현대성우오스타아파트 지하주차장 1층,강원특별자치도 춘천시 동내면 춘천순환로 93 (현대성우오스타),37.85680513,127.7542417
11739,거두부영3단지아파트 지하주차장 1층,강원특별자치도 춘천시 동내면 거두택지길 25 (부영아파트),37.85389817,127.7540466
11740,대동다숲아파트 지하주차장 1~2층,강원특별자치도 춘천시 동면 후석로326번길 63 (대동다숲아파트),37.88279526,127.7558372
11741,춘천두산위브아파트 지하주차장 1층,강원특별자치도 춘천시 동면 삭주로 231 (두산위브아파트),37.88789021,127.7557275
11742,호반베르디움에코아파트 지하주차장 1층,강원특별자치도 춘천시 동내면 거두택지길 80 (호반베르디움에코),37.85557035,127.7602248
11743,거두부영1단지아파트 지하주차장 1층,강원특별자치도 춘천시 동내면 춘천순환로94번길 10 (부영아파트),37.85537642,127.7543494
11744,거두부영2단지아파트 지하주차장 1층,강원특별자치도 춘천시 동내면 춘천순환로94번길 14 (부영아파트),37.85488751,127.7547043
11745,춘천시청 지하 1~2층,"강원특별자치도 춘천시 시청길 11, 춘천시청 (옥천동)",37.88099631,127.7293745
11746,일성트루엘더퍼스트아파트 지하주차장 1~3층,"강원특별자치도 춘천시 백령로 215(후평동, 춘천일성트루엘더퍼스트아파트)",37.87791907,127.7491691
11747,후평우미린뉴시티아파트 지하주차장 1~4층,"강원특별자치도 춘천시 보안길 36(후평동, 우미린뉴시티)",37.87800745,127.7524733
11748,e편한세상춘천한숲시티아파트 지하주차장 1~3층,"강원특별자치도 춘천시 안마산로 133(퇴계동, e편한세상 춘천 한숲시티)",37.85320571,127.7303941
11749,온의롯데캐슬스카이클래스아파트 지하주차장 1~2층,"강원특별자치도 춘천시 방송길 70(온의동, 온의 롯데캐슬 스카이클래스)",37.86947959,127.7186811
11750,우두LH천년나무1단지아파트 지하주차장 1층,"강원특별자치도 춘천시 우두로 130(우두동, 춘천우두엘에이치천년나무1단지)",37.91128619,127.7370166
11751,춘천파크에뷰아파트 지하주차장 1층,"강원특별자치도 춘천시 우두1길 129(우두동, 춘천우두엘에이치2단지)",37.91079625,127.7357131
11752,라이프타운아파트 지하주차장 1층,"강원특별자치도 원주시 백간길 72 (단계동, 라이프타운)",37.35138052,127.9314223
11753,벽산아파트 지하주차장 1층,"강원특별자치도 원주시 백간길 80(단계동, 벽산아파트)",37.35181134,127.9324463
11754,단계현진아파트 지하주차장 1층,"강원특별자치도 원주시 봉화로 122(단계동, 현진아파트)",37.35535831,127.9285396
11755,한주아파트 지하주차장 1층,"강원특별자치도 원주시 무실로 91 (원동, 한주아파트)",37.34471475,127.9445648
11756,남부상가 지하주차장 1층,"강원특별자치도 원주시 치악로 1803 (명륜동, 남부시장)",37.34326271,127.9547043
11757,대흥아파트 지하주차장 1층,"강원특별자치도 원주시 단구초교길 11(단구동, 대흥아파트)",37.32244375,127.9647737
11758,한일아파트 지하주차장 1층,"강원특별자치도 원주시 남원로 526(단구동, 한일아파트)",37.3295198,127.9488454
11759,원흥4차아파트 지하주차장 1층,"강원특별자치도 원주시 치악로 1634(단구동, 원흥아파트)",37.32877327,127.9599402
11760,구곡현대1차아파트 지하주차장 1~2층,"강원특별자치도 원주시 남원로 492(단구동, 현대아파트)",37.32802874,127.9457224
11761,현진에버빌1차아파트 지하주차장 1층,"강원특별자치도 원주시 나비허리길 22 (단구동, 단구동 현진에버빌(1))",37.32474877,127.956242
11762,현진에버빌2차아파트 지하주차장 1층,"강원특별자치도 원주시 늘품로 38(단구동, 현진에버빌2차아파트)",37.32342772,127.9508617
11763,지하상가 지하 1층,강원특별자치도 원주시 원일로 134 (중앙동),37.35112758,127.9477953
11764,영진로얄타운아파트 지하주차장 1층,"강원특별자치도 원주시 남산로218번길 34(학성동, 영진로얄타운아파트)",37.35298084,127.9436767
11765,단계현대아파트 지하주차장 1층,"강원특별자치도 원주시 원문로 176(단계동, 현대아파트)",37.35688002,127.9303084
11766,단계삼익아파트 지하 1층,"강원특별자치도 원주시 봉화로 74(단계동, 단계삼익아파트)",37.35114391,127.928953
11767,장미아파트 지하주차장 1층,"강원특별자치도 원주시 백간길 81(단계동, 장미아파트)",37.35216473,127.932379
11768,백간성일아파트 지하주차장 1층,"강원특별자치도 원주시 모래내길 50(단계동, 백간성일아파트)",37.35222672,127.9331474
11769,북원상가아파트 지하주차장 1층,강원특별자치도 원주시 북원상가길 9-8 (태장동),37.38478487,127.948454
11770,영진2차아파트 지하주차장 1층,"강원특별자치도 원주시 현충로 155(태장동, 영진2차아파트)",37.36837608,127.9504897
11771,태장주공2단지아파트 지하주차장 1층,"강원특별자치도 원주시 흥양로51번길 18(태장동, 태장주공2단지아파트)",37.38477946,127.9547518
11772,태장주공3단지아파트 지하주차장 1층,"강원특별자치도 원주시 흥양로51번길 16(태장동, 태장주공3단지아파트)",37.38492056,127.9545305
11773,태장주공1단지아파트 지하주차장 1층,"강원특별자치도 원주시 흥양로51번길 22(태장동, 태장주공1단지아파트)",37.38558733,127.9545759
11774,두진백로아파트 지하주차장 1층,"강원특별자치도 원주시 흥양로 64(태장동, 두진백로아파트)",37.38248274,127.9552637
11775,삼정백조아파트 지하주차장 1층,"강원특별자치도 원주시 흥양로102번길 22(태장동, 삼정백조아파트)",37.38150116,127.9583077
11776,백운3차아파트 지하주차장 1층,"강원특별자치도 원주시 태장공단길 10(태장동, 백운3차아파트)",37.40129471,127.9520338
11777,대흥2차아파트 지하주차장 1층,"강원특별자치도 원주시 흥양로 30(태장동, 대흥아파트)",37.38102833,127.9508813
11778,봉산현대아파트 지하주차장 1층,"강원특별자치도 원주시 봉산로 82(봉산동, 현대아파트)",37.34518355,127.9631028
11779,봉산삼익아파트 지하주차장 1층,"강원특별자치도 원주시 행구로 84(봉산동, 삼익아파트)",37.34169344,127.9662792
11780,동신아파트 지하주차장 1층,"강원특별자치도 원주시 행구로 102(봉산동, 동신아파트)",37.34147187,127.9678134
11781,건영아파트 지하주차장 1층,"강원특별자치도 원주시 행구로 287 (행구동, 건영아파트)",37.34306942,127.9877583
11782,무실주공4단지아파트 지하주차장 1층,"강원특별자치도 원주시 시청로 88(무실동, 무실주공4단지아파트)",37.33566352,127.926799
11783,성일아파트 지하주차장 1층,"강원특별자치도 원주시 단구로 418(단구동, 성일아파트)",37.32125133,127.9527018
11784,원주시사회복지센터 지하주차장 1층,강원특별자치도 원주시 갈머리2길 31(학성동),37.35333532,127.9445105
11785,행구현대아파트 지하주차장 1층,"강원특별자치도 원주시 행구로 216 (행구동, 현대아파트)",37.34003986,127.979131
11786,요진보네르카운티아파트 지하주차장 1층,"강원특별자치도 원주시 시청로 64(무실동, 요진보네르카운티)",37.33710089,127.92546
11787,태장현대아파트 지하주차장 1층,"강원특별자치도 원주시 현충로58번길 29 (태장동, 현대아파트)",37.36214889,127.9573611
11788,동보렉스아파트 지하주차장 1층,"강원특별자치도 원주시 치악로 2033 (태장동, 태장동보렉스아파트)",37.36163224,127.9603671
11789,성호아파트 지하주차장 1층,"강원특별자치도 원주시 치악로 2047-0 (태장동, 성호아파트)",37.36247254,127.9612458
11790,원동현진아파트 지하주차장 1층,"강원특별자치도 원주시 무실로47번길 34 (원동, 원동현진아파트)",37.34438128,127.9470448
11791,아포리배말타운아파트 지하주차장 1층,"강원특별자치도 원주시 치악로 1883(봉산동, 아포리 배말타운)",37.34934347,127.956426
11792,삼천리3차아파트 지하주차장 1층,"강원특별자치도 원주시 학성길 38(학성동, 삼천리3차아파트)",37.35421911,127.9379695
11794,청솔5차아파트 지하주차장 1~2층,"강원특별자치도 원주시 시청로 524 (관설동, 원주단관청솔5차아파트)",37.31441887,127.964255
11795,코아루아파트 지하주차장 1층,"강원특별자치도 원주시 시청로 496 (관설동, 단관코아루아파트)",37.314496,127.96167
11796,문막현진아파트 지하주차장 1층,강원특별자치도 원주시 문막읍 왕건로 77(문막현진아파트),37.3263534,127.8284795
11797,한솔솔파크아파트 지하주차장 1~2층,"강원특별자치도 원주시 한지공원길 102 (명륜동, 한솔솔파크)",37.33351663,127.9386118
11798,"원주시청사 지하 1~2층, 지하주차장 1층","강원특별자치도 원주시 시청로 1, 원주시청 (무실동)",37.34161187,127.9206349
11799,현진에버빌5차아파트 지하주차장 1층,"강원특별자치도 원주시 단구로 413(단구동, 현진에버빌5차)",37.3198525,127.9549994
11800,현진에버빌6차아파트 지하주차장 1층,"강원특별자치도 원주시 단구로 411 (단구동, 현진에버빌6차)",37.31967061,127.9571209
11801,원주우체국 지하주차장 1~2층,"강원특별자치도 원주시 서원대로 412 (단구동, 원주우체국)",37.32904316,127.9505768
11802,단계이안1단지아파트 지하주차장 1층,강원특별자치도 원주시 모란1길 51 (단계동),37.36105178,127.9345327
11803,반곡아이파크아파트 지하주차장 1~2층,"강원특별자치도 원주시 늘품로 199 (반곡동, 반곡아이파크아파트)",37.33494045,127.9630711
11804,휴먼시아원주개운1단지아파트 지하주차장 1~2층,"강원특별자치도 원주시 개운로 30 (개운동, 휴먼시아 원주개운1단지)",37.33883027,127.9544821
11805,개운2~3단지LH아파트 지하주차장 1층,"강원특별자치도 원주시 개운로 20 (개운동, 원주개운2단지엘에이치아파트)",37.33870883,127.953729
11806,시민문화센터 지하주차장 1~4층,"강원특별자치도 원주시 원일로 139 (일산동, 시민문화센터)",37.35146172,127.9469498
11807,무실주공8단지아파트 지하주차장 1층,"강원특별자치도 원주시 무실로 300(무실동, 원주무실8단지엘에이치아파트)",37.33529479,127.9327926
11808,한라비발디1차아파트 지하주차장 1층,"강원특별자치도 원주시 모란1길 86 (우산동, 한라비발디)",37.36234117,127.932082
