번호,시설명,도로명전체주소,위도(EPSG4326),경도(EPSG4326)
15403,혁신도시엔에이치에프10단지아파트 지하주차장 1층,"경상남도 진주시 에나로228번길 10 (충무공동, 혁신도시엔에이치에프10단지)",35.16997535,128.1431086
15404,충무데파트 지하주차장 1층,"경상남도 통영시 중앙로 160 (태평동, 충무데파트)",34.84588328,128.4239616
15405,통영축산농협 충무지점 지하 1층,"경상남도 통영시 중앙로 124, 성광빌딩 (항남동)",34.84276471,128.422703
15406,일성아파트 2동 지하 1층,"경상남도 통영시 도남로 200 (도남동, 일성아파트)",34.82900493,128.4256739
15407,동신아파트 101동 지하 1층,경상남도 통영시 미수해안로 54-21 (미수동),34.83038448,128.4074022
15408,동신아파트 102동 지하 1층,경상남도 통영시 미수해안로 54-21 (미수동),34.83038448,128.4074022
15409,동신아파트 103동 지하 1층,경상남도 통영시 미수해안로 54-21 (미수동),34.83038448,128.4074022
15410,동신아파트 104동 지하 1층,경상남도 통영시 미수해안로 54-21 (미수동),34.83038448,128.4074022
15411,동신아파트 105동 지하 1층,경상남도 통영시 미수해안로 54-21 (미수동),34.83038448,128.4074022
15412,동신아파트 106동 지하 1층,경상남도 통영시 미수해안로 54-21 (미수동),34.83038448,128.4074022
15413,동신아파트 107동 지하 1층,경상남도 통영시 미수해안로 54-21 (미수동),34.83038448,128.4074022
15414,통영시청 지하 1층,"경상남도 통영시 통영해안로 515 (무전동, 통영시청)",34.8539194,128.4337924
15415,나포리맨션 지하 1층,"경상남도 통영시 진남1길 15 (미수동, 만복나포리맨션)",34.83332486,128.4084751
15416,광우그랜드맨션 1-2동 지하 1층,"경상남도 통영시 여황로 404-26, 1층 (북신동, 광우그랜드맨션)",34.85649064,128.4270647
15417,거송뉴월드맨션 지하주차장 1층,"경상남도 통영시 북신발개등1길 11, 1층 (북신동, 거송뉴월드맨션)",34.85603344,128.4272611
15418,북신아파트 8-9동 지하 1층,"경상남도 통영시 북문2길 56 (북신동, 북신아파트)",34.85030025,128.4288618
15419,운하맨션 지하 1층,경상남도 통영시 운하1길 25 (미수동),34.83207269,128.4130276
15420,KT통영지점 지하주차장 1층,"경상남도 통영시 여황로 137 (도천동, kt통영지점)",34.83887843,128.4117564
15421,"도남주공아파트 101동, 102동 지하 1층","경상남도 통영시 발개로 153 (도남동, 충무도남주공아파트)",34.82648928,128.4210488
15422,현대아파트 101동 지하 1층,경상남도 통영시 미수해안로 36 (미수동),34.82890279,128.4064595
15423,현대아파트 103동 지하 1층,경상남도 통영시 미수해안로 36 (미수동),34.82890279,128.4064595
15424,현대아파트 지하주차장 1층,경상남도 통영시 미수해안로 36 (미수동),34.82890279,128.4064595
15425,현대아파트 102동 지하 1층,"경상남도 통영시 미수해안로 36 (미수동, 현대아파트)",34.82890279,128.4064595
15426,진우데파트 지하주차장 1층,"경상남도 통영시 원문로 12, 1층 (북신동, 진우데파트)",34.85738001,128.4273732
15427,"광우주택 3-5호, 6-7호 지하 1층","경상남도 통영시 봉수로 71(봉평동, 광우맨션)",34.82492929,128.4157351
15428,천우맨션 지하 1층,"경상남도 통영시 봉수로 70 (봉평동, 천우맨션)",34.82512614,128.4153643
15429,"종우라이프타운 1동, 2동 지하 1층","경상남도 통영시 미수해안로 167 (봉평동, 종우라이프타운)",34.83214271,128.4145525
15430,현대아파트 104동 지하 1층,경상남도 통영시 미수해안로 36 (미수동),34.82890279,128.4064595
15431,성원아파트 1차 1동 지하 1층,"경상남도 통영시 서송정길 6 (도남동, 통영성원아파트)",34.83010341,128.4215456
15432,봉평동행정복지센터 지하 1층,"경상남도 통영시 도남로 185 (도남동, 봉평동주민센터)",34.82952633,128.4243868
15433,성원아파트 2차 3동 지하 1층,"경상남도 통영시 데메4길 68 (도남동, 통영성원아파트)",34.82647608,128.4227518
15434,광우화목아파트 지하주차장 1층,"경상남도 통영시 원문로 52 (북신동, 광우화목맨션)",34.85801422,128.4229736
15435,진우마리나타운 전체 동의 지하주차장 1층,"경상남도 통영시 원문로 11, 1층 (북신동, 진우마리나타운)",34.85715745,128.4271885
15436,대영유토피아 지하주차장 1층,경상남도 통영시 운하1길 46 (미수동),34.83269428,128.4122659
15437,도천희망나눔터 지하주차장 1층,"경상남도 통영시 통영해안로 147-7 (도천동, 도천동주민센터이동민원실)",34.83711144,128.4136401
15438,주영라이프 지하주차장 1층,"경상남도 통영시 비석1길 49 (태평동, 주영라이프)",34.84941187,128.4281313
15439,송림데파트 지하주차장 1층,"경상남도 통영시 중앙로 264, 1층 (북신동, 송림데파트)",34.85392992,128.4289994
15440,해저터널 지하 1층,경상남도 통영시 도천1길 7 (당동),34.83631602,128.4115415
15441,만복비치1차아파트 지하 1층,"경상남도 통영시 중앙로 46 (도천동, 만복도천비취맨션1차)",34.83914707,128.4152793
15442,신한토탈아파트 지하주차장 1층,"경상남도 통영시 도천상가안길 73 (도천동, 신한토탈아파트)",34.83948694,128.4166766
15443,영생상가아파트 나동 지하주차장 1층,"경상남도 통영시 도천상가안길 60 (도천동, 영생상가APT2차)",34.83899247,128.416371
15444,영생상가아파트 가동 지하주차장 1층,"경상남도 통영시 도천상가안길 50 (도천동, 영생상가아파트1차)",34.83864232,128.41595
15445,도천새마을금고 지하주차장 1층,"경상남도 통영시 중앙로 36 (도천동, 도천동새마을금고)",34.83855353,128.414656
15446,세인맨션아파트 3동 지하 1층,"경상남도 통영시 데메4길 45 (도남동, 세인맨션아파트)",34.82739476,128.4232753
15447,도천아파트1동 지하 1층,"경상남도 통영시 여황로 165-14 (도천동, 도천아파트)",34.84019514,128.4130642
15448,도천아파트2동 지하 1층,"경상남도 통영시 여황로 165-14 (도천동, 도천아파트)",34.84019514,128.4130642
15449,도천아파트3동 지하 1층,"경상남도 통영시 여황로 165-14 (도천동, 도천아파트)",34.84019514,128.4130642
15450,도천아파트4동 지하 1층,"경상남도 통영시 여황로 165-14 (도천동, 도천아파트)",34.84019514,128.4130642
15451,동원프리텔 지하주차장 1층,"경상남도 통영시 여황로 399-5, 동원헬스목욕탕 (북신동)",34.85633626,128.4253305
15452,종우원맨션 지하1층,"경상남도 통영시 장좌로 20-6 (동호동, 종우원맨션)",34.84319563,128.4298408
15453,만복비치맨션 지하1층,"경상남도 통영시 장좌로 131-7 (동호동, 만복동호비취맨션)",34.84031453,128.4342482
15454,종우에이원맨션 지하1층,"경상남도 통영시 정동4길 32 (정량동, 종우에이원맨션)",34.84407459,128.4321362
15455,송림아파트 전체 동의 지하주차장 1층,"경상남도 통영시 정동2길 52 (정량동, 송림하이츠맨션)",34.84398195,128.4307279
15456,한창마운트 지하1층,"경상남도 통영시 멘데산업길 11 (정량동, 한창마운트맨션)",34.84491531,128.4343022
15457,종우원에이맨션 지하1층,"경상남도 통영시 정동3길 65 (정량동, 종우원에이맨션)",34.84308898,128.4308897
15458,만복보라빌라 전체 동의 지하주차장 1층,"경상남도 통영시 통영해안로 479 (정량동, 만복보라빌라)",34.85124704,128.4314951
15459,대우미리내아파트 전체 동의 지하주차장 1층,"경상남도 통영시 항북길 12-13 (정량동, 대우미리내아파트)",34.84641512,128.4304449
15460,신세계로병원 전체 동의 지하주차장 1층,"경상남도 통영시 정동2길 58 (정량동, 세계로병원)",34.84377984,128.4304767
15461,서광빌라1동 지하 1층,경상남도 통영시 선금산2길 18 (미수동),34.82619482,128.4040892
15462,서광빌라3동 지하 1층,경상남도 통영시 선금산2길 18 (미수동),34.82619482,128.4040892
15463,대우슈퍼빌라 지하 1층,경상남도 통영시 미우지5길 6-2 (미수동),34.82610428,128.4019766
15464,경남아파트 지하 1층,경상남도 통영시 미우지5길 17 (미수동),34.8262436,128.4014486
15465,대우상가아파트 지하 1층,경상남도 통영시 미수로 91 (미수동),34.82402474,128.4001538
15466,태영2차아파트 지하주차장 1층,경상남도 통영시 선금산2길 28-26 (미수동),34.82522361,128.4036113
15467,태영3차아파트 지하 1층,경상남도 통영시 선금산2길 6 (미수동),34.82656154,128.4035613
15468,대우까치아파트 지하주차장 1층,경상남도 통영시 선금산2길 8 (미수동),34.82640576,128.4036588
15469,미수주공아파트 101동 지하 1층,경상남도 통영시 미우지5길 35 (미수동),34.82657883,128.4006311
15470,미수주공아파트 복지동 지하 1층,경상남도 통영시 미우지5길 35 (미수동),34.82657883,128.4006311
15471,동원비치맨션1차 지하1층,"경상남도 통영시 동호안길 86 (동호동, 동원비치맨션)",34.83928474,128.4354601
15472,동원나폴리빌아파트 지하주차장 1층,"경상남도 통영시 도천상가안길 18 (도천동, 동원나폴리빌)",34.83769081,128.4147211
15473,신우한실아파트 지하주차장 1층,"경상남도 통영시 한실6길 10 (인평동, 신우한실아파트)",34.84072965,128.3989312
15474,신우대영그린아파트 지하 1층,"경상남도 통영시 한실6길 16-20 (인평동, 신우.대영그린아파트)",34.8410813,128.3992659
15475,인평주공아파트 101동 지하 1층,"경상남도 통영시 평인일주로 82 (인평동, 충무인평주공아파트)",34.84167567,128.3966413
15476,경상국립대학교 통영캠퍼스 해양누리관 지하 1층,"경상남도 통영시 통영해안로 2-6, 경상대학교해양과학대 (인평동)",34.83772836,128.4001434
15477,인평주공아파트 102동 지하 1층,"경상남도 통영시 평인일주로 82 (인평동, 충무인평주공아파트)",34.84167567,128.3966413
15478,인평주공아파트 103동 지하 1층,"경상남도 통영시 평인일주로 82 (인평동, 충무인평주공아파트)",34.84167567,128.3966413
15479,인평주공아파트 104동 지하 1층,"경상남도 통영시 평인일주로 82 (인평동, 충무인평주공아파트)",34.84167567,128.3966413
15480,인평주공아파트 105동 지하 1층,"경상남도 통영시 평인일주로 82 (인평동, 충무인평주공아파트)",34.84167567,128.3966413
15481,인평주공아파트 106동 지하 1층,"경상남도 통영시 평인일주로 82 (인평동, 충무인평주공아파트)",34.84167567,128.3966413
15482,통영청구하이츠아파트 제1지하주차장 1층,경상남도 통영시 용남면 대곡길 12 (통영청구하이츠아파트),34.8644714,128.4407321
15483,통영청구하이츠아파트 제2지하주차장 1층,경상남도 통영시 용남면 대곡길 12 (통영청구하이츠아파트),34.8644714,128.4407321
15484,통영청구하이츠아파트 제3지하주차장 1층,경상남도 통영시 용남면 대곡길 12 (통영청구하이츠아파트),34.8644714,128.4407321
15485,통영시청 제2청사 지하1층,"경상남도 통영시 해미당1길 33 (무전동, 통영시청2청사)",34.85616064,128.4303148
15486,일성한솔타운 지하주차장 1층,"경상남도 통영시 안개4길 11-6 (무전동, 일성한솔타운)",34.85740157,128.4313537
15487,통영정형외과 지하 1층,"경상남도 통영시 안개로 45-10 (무전동, 통영신경외과 .통영정형외과)",34.85969776,128.4304795
15488,이브이모텔 지하주차장 1층,"경상남도 통영시 안개2길 11 (무전동, 이브이모텔)",34.85800999,128.429542
15489,진우하이빌1차 지하주차장 1층,"경상남도 통영시 무전8길 13-38 (무전동, 진우하이빌 1차)",34.85822223,128.4279593
15490,동하피아존1차 지하주차장 1층,"경상남도 통영시 무전6길 28 (무전동, 동하피아존1차)",34.85880127,128.4259084
15491,주영에이스빌1차 지하주차장 1층,"경상남도 통영시 무전6길 14-12 (무전동, 주영에이스빌1차)",34.8596598,128.4255849
15492,주영에이스빌2차 지하주차장 1층,"경상남도 통영시 무전6길 22-8 (무전동, 주영에이스빌2차)",34.8591654,128.4257428
15493,진우하이빌2차 지하주차장 1층,"경상남도 통영시 무전8길 22-16 (무전동, 진우하이빌2차)",34.85909994,128.4267137
15494,주영에이스빌3차 지하주차장 1층,"경상남도 통영시 무전8길 14-12 (무전동, 주영에이스빌3차)",34.85954812,128.4269177
15495,한진로즈힐비치 제1지하주차장 1층,"경상남도 통영시 무전1길 23 (무전동, 한진로즈힐비치1차)",34.86160048,128.4221556
15496,한진로즈힐비치 제2지하주차장 1층,"경상남도 통영시 무전1길 23 (무전동, 한진로즈힐비치1차)",34.86160048,128.4221556
15497,한진로즈힐비치 제3지하주차장 1층,"경상남도 통영시 무전1길 23 (무전동, 한진로즈힐비치1차)",34.86160048,128.4221556
15498,한진로즈힐비치 제4지하주차장 1층,"경상남도 통영시 무전7길 135 (무전동, 한진로즈힐비치2차)",34.86400508,128.4232566
15499,한진로즈힐비치 제5지하주차장 1층,"경상남도 통영시 무전7길 135 (무전동, 한진로즈힐비치2차)",34.86400508,128.4232566
15500,한진로즈힐비치 제6지하주차장 1층,"경상남도 통영시 무전7길 135 (무전동, 한진로즈힐비치2차)",34.86400508,128.4232566
15501,통영죽림푸르지오1차 전체 동의 지하주차장 1층,경상남도 통영시 광도면 죽림1로 41-42 (통영죽림1차푸르지오),34.87891756,128.4181819
15502,통영죽림푸르지오2차 전체 동의 지하주차장 1층,경상남도 통영시 광도면 죽림2로 76-58 (푸르지오2차아파트),34.87722909,128.4203343
15503,통영죽림대우푸르지오3차 전체 동의 지하주차장 1층,경상남도 통영시 광도면 죽림2로 31 (통영죽림3차 대우푸르지오),34.88056823,128.416374
15504,대우죽림빌라 지하주차장 1층,경상남도 통영시 광도면 죽림2로 14-7 (대우개발(주)죽림빌라),34.88035645,128.4142931
15505,통영경찰서 지하 1층,경상남도 통영시 광도면 죽림3로 53 (통영경찰서),34.88252585,128.4193019
15506,한국전력공사 통영지사 지하주차장 1층,경상남도 통영시 광도면 죽림2로 25-40 (한국전력공사통영지점),34.88222568,128.4160893
15507,미수휴먼시아 지하주차장 1층,"경상남도 통영시 미우지해안로 107 (미수동, 미수휴먼시아)",34.82560513,128.3959432
15508,산양읍사무소,"경상남도 통영시 산양읍 산양일주로 1683-25, 산양읍사무소",34.80387981,128.3864999
15509,"미진이지비아2차아파트 지하주차장 2층,3층",경상남도 통영시 용남면 남해안대로 432(미진 이지비아2차 아파트),34.87052235,128.4446155
15510,통영현대성우오스타1단지 전체 동의 지하주차장 1층,경상남도 통영시 광도면 안정1길 53(통영현대성우오스타1단지),34.94593828,128.4099331
15511,"통영현대성우오스타2단지 전체 동의 지하주차장 1층,2층",경상남도 통영시 광도면 안정1길 55(통영현대성우오스타2단지),34.94600781,128.4097366
15512,"도남청솔아파트 102동, 103동 지하 1층","경상남도 통영시 도남로 190(도남동, 도남청솔아파트)",34.8291958,128.4247655
15513,송림비치맨션아파트 3동 지하 1층,"경상남도 통영시 해평2길 10-3 (봉평동, 송림비치맨션)",34.83185561,128.4163208
15514,전원맨션 지하주차장 1층,경상남도 사천시 사천읍 선인길 17(전원맨션),35.07965207,128.0947374
15515,서일아파트 지하주차장 1층,경상남도 사천시 사천읍 동문로 126(서일2차아파트),35.08901148,128.0973165
15516,신우아파트 지하주차장 1층,경상남도 사천시 사천읍 수양로 99-10(신우가든아파트),35.08770665,128.0937055
15517,옥성그린아파트 지하주차장 1층,경상남도 사천시 사천읍 두량로 30(옥성그린아파트),35.0920818,128.0993883
15518,한보훼미리 지하주차장 1층,경상남도 사천시 정동면 사천강1길 11(사천한보훼미리타운),35.07351201,128.0841527
15519,대흥그랜져맨션 지하주차장 1층,경상남도 사천시 정동면 진삼로 1420(대흥그랜저맨션),35.07797644,128.0857762
15520,한보타운 3차 지하주차장 1층,경상남도 사천시 정동면 진삼로 1386(사천3차 한보아파트),35.07535831,128.0838634
15521,비룡각산타운 지하주차장 1층,"경상남도 사천시 새동네1길 61(선구동, 비룡각산타운)",34.93436934,128.0730822
15522,서울병원 장례식장 지하 1층,"경상남도 사천시 남일로 33, 삼천포서울병원 (동금동)",34.93295159,128.0801659
15523,송림프라자 지하주차장 1층,"경상남도 사천시 벌리6길 29(벌리동, 송림프라자타운)",34.94210662,128.0823169
15524,비룡광장타운 지하주차장 1층,"경상남도 사천시 주공로 50(벌리동, 비룡광장타운)",34.94270116,128.0869344
15525,성은비룡타운 지하주차장 1층,"경상남도 사천시 주공로 56(용강동, 성은비룡타워)",34.94322543,128.0871426
15526,삼보신우타운 지하주차장 1층,"경상남도 사천시 주공로 51(용강동, 삼보신우타운)",34.9430492,128.0866576
15527,삼천포정형외과 지하주차장 1층,"경상남도 사천시 중앙로 129, 삼천포정형외과의원 (벌리동)",34.93736848,128.0787193
15528,삼천포내과 지하주차장 1층,"경상남도 사천시 중앙로 131, 보람빌딩 (벌리동)",34.93754798,128.0788136
15529,용강주공1차 아파트 지하주차장 1층,"경상남도 사천시 주공로 70(용강동, 사천용강주공아파트)",34.94442657,128.0874683
15530,한마음병원 장례식장 지하 1층,"경상남도 사천시 향촌4길 127, 한마음병원 (향촌동)",34.93488173,128.0980444
15531,삼보송림아파트 지하주차장 1층,"경상남도 사천시 삼천포대교로 826(송포동, 삼보송림아파트)",34.96747692,128.0624993
15532,신우심포니 지하주차장 1층,"경상남도 사천시 임내길 30(죽림동, 신우심포니타운)",34.96932405,128.0647924
15533,남동발전아파트 관리동 지하 1층,경상남도 사천시 새동네1길 68(선구동),34.9348038,128.0721204
15534,삼천포장례식장 지하 1층,"경상남도 사천시 진삼로 217-13, 삼천포장례식장 (송포동)",34.97645407,128.0603723
15535,사천대경파미르 지하주차장 1층,경상남도 사천시 사천읍 사천향교로 13(사천 대경파미르),35.08567157,128.0987423
15536,대경아파트 지하주차장 1층,경상남도 사천시 사천읍 서당길 1-5(대경아파트),35.0815784,128.0987743
15537,죽림 아리안 아파트(1차) 지하주차장 1층,"경상남도 사천시 죽계1길 6 (죽림동, 사천 죽림 아리안아파트)",34.96476126,128.0686427
15538,죽림 아리안 아파트(2차) 지하주차장 1층,"경상남도 사천시 죽계1길 6(죽림동, 사천 죽림 아리안아파트)",34.96476126,128.0686427
15539,웰뷰 파크 지하주차장 1층,"경상남도 사천시 대방길 138(대방동, 웰뷰파크)",34.93016947,128.0573888
15540,부엉이호텔 지하주차장 1층,"경상남도 사천시 목섬길 69, 노블레스모텔 (서금동)",34.92405003,128.0752091
15541,덕진봄 아파트 지하주차장 1층,경상남도 사천시 사천읍 옥산로 97(덕진봄아파트),35.07953861,128.0935561
15542,신원 아르시스 지하주차장 1층,경상남도 사천시 사천읍 두량로 18(신원아르시스),35.09133157,128.0987451
15543,호신 유리안 지하주차장 1층,"경상남도 사천시 문선1길 89(벌리동, 벌리 호신유리안아파트)",34.93542305,128.0802003
15544,한국 파크빌 지하주차장 1층,"경상남도 사천시 숲뫼1길 74(향촌동, 한국파크빌)",34.93598676,128.0864096
15545,용강대경 파미르 지하주차장 1층,"경상남도 사천시 상강청길 14(용강동, 대경파미르)",34.94655083,128.0859268
15546,엘크루아파트 지하주차장 1층,경상남도 사천시 사남면 조동길 49-43(사천 엘크루아파트),35.06004441,128.0683586
15547,삼천포 예미지 아파트 지하주차장 1층,"경상남도 사천시 신항로 64(동금동, 삼천포 예미지)",34.93330355,128.0853725
15548,김해세무서 지하1층,"경상남도 김해시 호계로 440 (부원동, 김해세무서)",35.2297051,128.8849709
15549,인제대학교 장영실관 지하1층,"경상남도 김해시 인제로 197 (어방동, 인제대학교)",35.2467558,128.9036947
15550,김해시청 본관 지하 1층,"경상남도 김해시 김해대로 2401 (부원동, 김해시청)",35.22798362,128.8894907
15551,서원요양병원(지하1층),"경상남도 김해시 가락로 83, 지하1층 (서상동)",35.23403673,128.8813578
15552,가야컨트리클럽 리셥션홀동 지하1층,"경상남도 김해시 인제로 495, 가야컨트리클럽 리셉션홀동 지하 1층 (삼방동)",35.27066761,128.8922098
15553,국민은행 지하1층,"경상남도 김해시 가락로 87 (서상동, 국민은행)",35.23433687,128.8813191
15554,이화수로요양병원 지하1층,경상남도 김해시 분성로261번길 15 (봉황동),35.23409147,128.8745308
15555,한성기업 지하1층,경상남도 김해시 삼안로 51 (안동),35.23386879,128.9175092
15556,경남은행 지하주차장 1층,"경상남도 김해시 김해대로 2341 (부원동, 경남은행)",35.22665468,128.8828669
15557,한덕한신타워아파트 102동 지하1층,"경상남도 김해시 분성로48번길 16 (외동, 한덕한신타워아파트)",35.23121693,128.853055
15558,대아아파트 102동 지하1층,"경상남도 김해시 삼안로111번길 17, 지하주차장동 지하1층 (안동)",35.23799719,128.9149768
15559,국제쇼핑타운(지하1층),"경상남도 김해시 활천로267번길 13, 지하주차장층 (삼방동, 국제쇼핑타운)",35.24411535,128.9082904
15560,행운아트빌라 지하1층,"경상남도 김해시 활천로24번길 40 (삼정동, 행운아트빌라)",35.2299964,128.8981074
15561,호성상가아파트 지하1층,"경상남도 김해시 활천로 32 (삼정동, 호성상가아파트)",35.23048355,128.8937881
15562,연지마을현대1차아파트105동 지하1층,"경상남도 김해시 구지로 55 (내동, 연지마을현대아파트)",35.239754,128.869374
15563,대동아파트(302동~303동 사이) 지하1층,"경상남도 김해시 함박로101번길 19 (외동, 대동한마음타운)",35.23400196,128.8654136
15564,동일아파트(202동앞) 지하1층,"경상남도 김해시 함박로 162 (외동, 동일아파트)",35.23342274,128.8705417
15565,동아그린아파트(정문입구왼쪽) 지하1층,"경상남도 김해시 전하로 251 (외동, 동아그린아파트)",35.22612732,128.8724032
15566,뜨란채아파트(301동~302동사이) 지하1층,"경상남도 김해시 우암로 36 (외동, 뜨란채아파트)",35.23389053,128.8607626
15567,성원아파트 302동 지하1층,"경상남도 김해시 우암로 8 (외동, 성원아파트)",35.23130953,128.8602658
15568,삼성아파트(205동~207동사이) 지하1층,"경상남도 김해시 경원로 83 (내동, 삼성아파트)",35.23684316,128.8691868
15569,현대자동차서비스센터 지하1층,경상남도 김해시 김해대로 2736 (지내동),35.22630853,128.9244985
15570,삼안동행정복지센터 지하1층,"경상남도 김해시 활천로255번길 12, 삼안동 행정복지센터 지하 1층 (삼방동)",35.24376791,128.9071704
15571,한국1차아파트 209동 지하1층,"경상남도 김해시 함박로 122 (외동, 한국1차아파트)",35.23182083,128.8674371
15572,임호마을서광아파트 203동 지하1층,"경상남도 김해시 함박로 149 (외동, 임호마을서광아파트)",35.23243498,128.8699483
15573,덕산아파트 206동 지하1층,"경상남도 김해시 함박로119번길 6 (외동, 덕산아파트)",35.23255533,128.867422
15574,한국2차아파트(301동~305동사이) 지하1층,"경상남도 김해시 분성로 155 (외동, 한국2차아파트)",35.23005497,128.8641254
15575,건영아파트 307동 지하1층,"경상남도 김해시 우암로 106 (내동, 건영아파트)",35.23934564,128.8636901
15576,어방동원아파트 501동 지하1층,"경상남도 김해시 활천로 181, 501동 (어방동, 어방동원아파트)",35.24142252,128.8999313
15577,일동한신아파트 115동옆 지하1층,"경상남도 김해시 분성로 14 (외동, 일동한신아파트)",35.23301609,128.8487987
15578,"구산5주공아파트(502동, 504동 앞) 지하1층","경상남도 김해시 가락로294번길 17-1 (구산동, 김해구산5주공아파트)",35.25112283,128.8742116
15580,지내동원1차아파트(과리사무소 옆) 지하1층,"경상남도 김해시 분성로727번길 16 (지내동, 지내동원1차아파트)",35.23138392,128.92288
15581,"협성아파트(101동, 103동, 105동앞) 지하1층",경상남도 김해시 진영읍 김해대로244번길 10(협성팔레스아파트),35.30600192,128.7169892
15582,현대분성마을아이파크1차아파트 111동 지하1층,"경상남도 김해시 삼계로 232 (삼계동, 현대분성마을아이파크1차아파트)",35.26667672,128.8689107
15583,국민건강보험공단김해지사 지하1층주차장,"경상남도 김해시 전하로176번길 79 (전하동, 국민건강보험공단김해지사)",35.22364028,128.8746034
15584,부원아파트 지하주차장 1층,"경상남도 김해시 활천로 11 (부원동, 부원아파트)",35.22851881,128.8937997
15585,롯데캐슬가야1단지아파트 101동 지하1층,"경상남도 김해시 가야로451번길 9 (동상동, 롯데캐슬가야1단지아파트)",35.24146131,128.8854993
15586,구지마을동원아파트 103동 지하1층,"경상남도 김해시 구산로5번길 57 (구산동, 구지마을동원아파트)",35.25404962,128.8697448
15587,"한일유앤아이아파트(207동, 214동 앞) 지하1층","경상남도 김해시 구산로5번길 71 (구산동, 한일유앤아이아파트)",35.25498957,128.8687757
15588,화정마을아이파크가야아파트 402동 지하1층,"경상남도 김해시 해반천로168번길 23 (삼계동, 화정마을아이파크가야아파트)",35.26335492,128.8697536
15589,백제삼정데파트 지하1층,"경상남도 김해시 활천로68번길 27 (삼정동, 백제삼정데파트)",35.23395332,128.8962244
15590,젤미1단지부영11차 104동 지하1층,"경상남도 김해시 번화2로 90 (삼문동, 젤미마을부영아파트)",35.1966878,128.8030672
15591,갑오4단지부영8차 408동 지하1층,"경상남도 김해시 계동로102번길 24 (대청동, 갑오마을부영아파트)",35.18577411,128.7967132
15592,지내동원2차아파트 201동 지하1층,"경상남도 김해시 분성로727번길 21 (지내동, 지내동2차양지마을동원아파트)",35.23177355,128.9235887
15593,골든에비뉴 지하1층,경상남도 김해시 분성로317번길 4 (서상동),35.23380074,128.8808066
15594,반도보라아파트 102동 지하1층주차장,"경상남도 김해시 전하로176번길 71 (전하동, 반도보라아파트)",35.22285295,128.8746365
15595,대우유토피아아파트 107동 지하1층,"경상남도 김해시 인제로 167 (어방동, 대우유토피아아파트)",35.24356568,128.9023531
15596,세영리첼아파트 103동 옆 지하주차장 1층,"경상남도 김해시 덕정로 187 (관동동, 율곡마을세영리첼아파트)",35.17637974,128.8036892
15597,율현마을율하이편한세상 1102동 지하주차장 1층,"경상남도 김해시 율하2로 198 (율하동, 율현마을율하이편한세상)",35.17148704,128.819958
15598,중앙하이츠8단지아파트 817동 지하주차장 1층,"경상남도 김해시 율하3로 76 (율하동, 신리마을 중앙하이츠아파트)",35.17430419,128.8163425
15599,율곡마을주공2단지아파트 211동 지하주차장 1층,"경상남도 김해시 율하1로 7 (율하동, 율곡마을주공2단지아파트)",35.17248734,128.8067496
15600,모아미래도5단지아파트(817동 옆 지하주차장 1층),"경상남도 김해시 율하2로 87 (율하동, 율상마을모아미래도5단지)",35.17153728,128.8110408
15601,장유이편한세상아파트 104동 지하주차장 1층,"경상남도 김해시 장유로334번길 76 (신문동, 장유e-편한세상아파트)",35.1925114,128.8102422
15602,장유더샵아파트 105동 지하주차장 지하1층,"경상남도 김해시 장유로288번길 15 (무계동, 장유더샵아파트)",35.19910125,128.8139824
15603,장유1차푸르지오아파트 1302동 지하주차장 지하1층,"경상남도 김해시 월산로 82-15 (부곡동, 월산마을13단지장유1차푸르지오아파트)",35.20360059,128.8049274
15604,율상마을푸르지오4단지 402동 지하주차장 1층,"경상남도 김해시 율하1로 64 (율하동, 율상마을푸르지오4단지)",35.17516549,128.8113712
15605,"진영자이아파트 301,303,310동 지하1층",경상남도 김해시 진영읍 김해대로361번길 31(진영자이아파트),35.30966909,128.7296173
15606,"진영코아루아파트 405,407,408동 지하1층",경상남도 김해시 진영읍 김해대로361번길 34(김해진영코아루아파트),35.30976877,128.7299036
15607,"중흥에스클래스1단지아파트 101,105동 지하1층",경상남도 김해시 진영읍 장등로 55(중흥에스클래스1단지아파트),35.3113317,128.7353332
15608,"중흥에스클래스2단지아파트 206,208동 지하1층",경상남도 김해시 진영읍 장등로19번길 18(중흥에스클래스2단지아파트),35.3084911,128.7330987
15609,"중흥S클래스3단지아파트 308동,311동 지하1층",경상남도 김해시 진영읍 장등로 94(중흥S클래스3단지아파트),35.31280795,128.7327036
15610,"김해진영동문굿모닝힐1차 105동,201동 지하1층",경상남도 김해시 진영읍 진영산복로 20(김해 진영 동문굿모닝힐 1차),35.30337367,128.7204902
15611,진영신우희가로아파트 104동 지하주차장1층,경상남도 김해시 진영읍 김해대로332번길 79(진영신우희가로아파트),35.30543643,128.7212291
15612,마루애아파트 103동 지하주차장1층,경상남도 김해시 진영읍 진영로 273(마루애아파트),35.30216863,128.7428903
15613,"진영휴먼시아아파트 101,105,106동 지하1층",경상남도 김해시 진영읍 김해대로 462(진영휴먼시아아파트),35.30469917,128.7403777
15614,"동창원IC하우스토리 102동,104동 지하1층",경상남도 김해시 진영읍 하계로 9-29(동창원IC하우스토리),35.29225069,128.7090666
15615,부원역푸르지오아파트 104동~105동 지하주차장1층,"경상남도 김해시 김해대로 2326 (부원동, 부원역푸르지오아파트)",35.22428449,128.8824668
